code;text;exclusive;recode
fps-ma_9_2_7;"""Unsere Lehrkraft fragt uns bei Aufgaben zu Alltagssituationen immer wieder, was unsere (mathematischen) Lösungen bezogen auf diese Situationen bedeuten.""";1;0
fps-ma_9_2_8;"""Unsere Lehrkraft fordert uns dazu auf, bei Aufgaben zu Alltagssituationen immer zu überprüfen, ob unsere Lösungen bezogen auf diese Situationen sinnvoll sind.""";1;0
fps-ma_9_2_9;"""Im Unterricht üben wir immer wieder, wie man Probleme des Alltags in die Welt der Mathematik überführen kann.""";1;0
fps-ma_9_3;"""(Historische) Kontextualisierung""";0;0
fps-ma_9_3_1;"""Unserer Lehrkraft ist es wichtig, uns auch Grenzen der (Schul-)Mathematik vor Augen zu führen.""";0;0
fps-ma_9_3_2;"""Im Unterricht beschäftigen wir uns nicht nur mit mathematischen Inhalten, sondern auch damit, welche Frage- und Problemstellungen im Verlauf der Geschichte zur Entdeckung dieser Inhalte führten.""";0;0
fps-ma_9_3_3;"""Unsere Lehrkraft nutzt auch Beispiele aus der Geschichte der Mathematik, um uns zu zeigen, welche Bedeutung bestimmte mathematische Fragestellungen und Entdeckungen haben.""";1;0
fps-ma_9_4;"""Gendersensibler Unterricht""";0;0
fps-ma_9_4_1;"""Ich habe das Gefühl, dass unsere Lehrkraft Jungen in Mathematik mehr zutraut.""";1;1
fps-ma_9_4_2;"""Unsere Lehrkraft vermittelt den Eindruck, dass jeder in Mathematik gut sein kann.""";0;0
fps-ma_9_4_3;"""Ich habe das Gefühl, unsere Lehrkraft ist davon überzeugt, dass Leistungen in Mathematik nicht vom Geschlecht abhängen.""";0;0
fps-ma_9_4_4;"""Unsere Lehrkraft fördert Jungen im Unterricht besonders.""";1;1
fps-ma_9_4_5;"""Unsere Lehrkraft fördert Mädchen im Unterricht besonders. """;1;1
fps-ma_9_4_6;"""Unsere Lehrkraft vermittelt den Eindruck, dass Jungen Mathematik einfach besser können als Mädchen.""";1;1
fps-ma_9_5;"""Sinnvolle Nutzung (digitaler) Medien""";0;0
fps-ma_9_5_1;"""Unsere Lehrkraft verwendet im Unterricht digitale Geräte oder Programme (z. B. GeoGebra, Cinderella, CAS-Taschenrechner), um bestimmte Inhalte zu veranschaulichen.""";1;0
fps-ma_9_5_2;"""Im Unterricht benutzen wir immer wieder digitale Geräte oder Programme (z. B. GeoGebra, Cinderella, CAS-Taschenrechner), um neue Inhalte selbstständig zu erarbeiten.""";1;0
fps-ma_9_5_3;"""Im Unterricht sollen wir immer wieder digitale Geräte oder Programme (z. B. GeoGebra, Cinderella, CAS-Taschenrechner) nutzen, um Aufgaben zu bearbeiten.""";1;0
fps-ma_9_5_4;"""Digitale Geräte oder Programme (z. B. GeoGebra, Cinderella, CAS-Taschenrechner) verwenden wir im Unterricht nie.""";1;1
fps-ma_9_5_5;"""Unserer Lehrkraft ist es wichtig, digitale Geräte oder Programme (z. B. GeoGebra, Cinderella, CAS-Taschenrechner) so einzusetzen, dass wir mathematische Inhalte und Zusammenhänge besser verstehen.""";1;0
fps-ma_9_5_6;"""Unsere Lehrkraft gibt uns immer wieder Hinweise, wie wir digitale Geräte oder Programme (z. B. GeoGebra, Cinderella, CAS-Taschenrechner) sinnvoll einsetzen können, um mathematische Aufgaben zu lösen.""";1;0
fps-ma_9_5_7;"""Im Unterricht verwenden wir für einfache Rechen- und Zeichenschritte digitale Hilfsmittel (z. B. GeoGebra, Cinderella, CAS-Taschenrechner). So können wir uns mit mathematischen Inhalten und Zusammenhängen selbst genauer beschäftigen.""";1;0
aes-mu_8;"""Ästhetik Musik""";0;0
aes-mu_8_1;"""Ästhetisch-emotionales Er- und Vorleben""";0;0
aes-mu_8_1_1;"""Ich spüre manchmal, wie begeistert unsere Lehrkraft ist, wenn sie mit uns über Musik spricht.""";0;0
aes-mu_8_1_2;"""Im Unterricht bin ich manchmal so in das Stundenthema vertieft, dass die Stunde viel schneller als sonst vergeht.""";1;0
aes-mu_8_1_3;"""Unsere Lehrkraft schildert, welche Gefühle bestimmte Musik in ihr ausgelöst hat.""";1;0
aes-mu_8_2;"""Freiräume für ästhetisch-emotionale Erfahrungen""";0;0
aes-mu_8_2_1;"""Unsere Lehrkraft lässt uns im Unterricht Musik anhören, welche angenehme oder unangenehme Gefühle in mir auslösen.""";1;0
aes-mu_8_2_2;"""Unsere Lehrkraft gibt mir genug Zeit, mich mit Musik zu beschäftigen, die mich irgendwie beeindruckt.""";1;0
aes-mu_8_2_3;"""Unsere Lehrkraft schafft eine Atmosphäre, so dass ich mich traue, auch über meine eigenen Eindrücke zu bestimmter Musik zu sprechen.""";0;0
aes-mu_8_2_4;"""Unsere Lehrkraft ist an unseren eigenen Eindrücken zu Musik ernsthaft interessiert.""";1;0
aes-mu_8_3;"""Schaffung ästhetischer Handlungsanlässe""";0;0
aes-mu_8_3_1;"""Im Unterricht stellt uns unsere Lehrkraft Fragen zu unseren eigenen Eindrücken und Empfindungen bei einem bestimmten Thema.""";1;0
aes-mu_8_3_2;"""Ich finde, unsere Lehrkraft achtet meine Vorlieben in Musik.""";0;0
aes-mu_8_3_3;"""Unsere Lehrkraft ermuntert uns, über unsere Empfindungen bei bestimmten Stundenthemen zu sprechen.""";1;0
aes-mu_8_3_4;"""Unsere Lehrkraft fördert unseren kreativen Umgang mit Themen des Unterrichts.""";0;0
aes-mu_8_3_5;"""Im Unterricht können wir eigene Musik erfinden oder neue Texte schreiben.""";1;0
aes-mu_8_3_6;"""Unsere Lehrkraft lässt uns Themen der Unterrichtsstunde manchmal eigenständig weiterentwickeln.""";1;0
aes-mu_8_3_7;"""Im Unterricht kann ich auch darüber sprechen, dass bestimmte Musik bei mir bestimmte Gefühle auslöst.""";1;0
aes-mu_8_4;"""Veränderungen infolge ästhetischer Erfahrung""";0;0
aes-mu_8_4_1;"""Musikbeispiele im Unterricht haben mich so beeindruckt, dass ich diese nun auch in meiner Freizeit gerne anhöre.""";1;0
aes-mu_8_4_2;"""Über bestimmte Themen empfinde ich anders, nachdem wir im Unterricht darüber gesprochen haben.""";0;0
aes-mu_8_4_3;"""Bei bestimmten Hörbeispielen im Musikunterricht verstehe ich nicht, wie diese jemandem gefallen können.""";1;0
aes-mu_8_4_4;"""Seitdem wir im Unterricht über ein Hörbeispiel gesprochen haben, verbinde ich mit dieser Musik ein bestimmtes Gefühl.""";1;0
aes-mu_8_4_5;"""Unsere Lehrkraft behandelt im Unterricht manchmal Themen mit uns, die mich über mich selbst nachdenken lassen.""";1;0
aes-mu_8_5;"""Bewusstsein für Beeinflussung und Gefahren ästhetischer Erfahrung""";0;0
aes-mu_8_5_1;"""Ich habe das Gefühl, unsere Lehrkraft möchte, dass ich dasselbe denke oder dasselbe gut finde wie sie.""";0;1
aes-mu_8_5_2;"""Ich habe das Gefühl, dass ich bei einem bestimmten Unterrichtsthema etwas fühlen soll, was ich aber gar nicht tue.""";1;1
aes-mu_8_5_3;"""Im Unterricht dürfen wir alle unsere freie Meinung äußern, aufgeschrieben wird aber diejenige unserer Lehrkraft. """;1;1
aes-mu_8_5_4;"""Ich habe das Gefühl, dass unsere Lehrkraft mir ihre Vorlieben in Musik aufzwingen möchte.""";1;1
fps-mu_9;"""fachspezifische Items Musik""";0;0
fps-mu_9_1;"""Fremdheitserfahrung""";0;0
fps-mu_9_1_1;"""Im Unterricht lerne ich fremde Lebenswelten kennen.""";0;0
fps-mu_9_1_2;"""Der Unterricht eröffnet mir oftmals eine neue Sicht auf (bekannte) Dinge. """;1;0
fps-mu_9_1_3;"""Der Unterricht eröffnet mir oftmals eine neue Sicht auf (bekannte) Dinge. """;0;0
fps-mu_9_1_4;"""Im Unterricht gibt es häufig Gelegenheiten, den Blickwinkel anderer Personen einzunehmen.""";1;0
fps-mu_9_1_5;"""Unsere Lehrkraft ermutigt uns, selbstständig Gemeinsamkeiten und Unterschiede zwischen unserer und fremden Lebenswelten zu finden. """;1;0
fps-mu_9_1_6;"""Im Unterricht hören wir Musikrichtungen, die mir bisher fremd waren.""";1;0
fps-mu_9_2;"""Musizieren und sinnvoller Einsatz von musik. Instrumentarium""";0;0
fps-mu_9_2_1;"""Wenn wir mit Instrumenten musizieren, klingt es gut, auch wenn es nicht wie das Original klingt.""";0;0
fps-mu_9_2_2;"""Wenn wir mit Instrumenten musizieren, gibt es immer etwas, was ich gut spielen kann.""";0;0
fps-mu_9_2_3;"""Das Singen oder Musizieren im Unterricht hilft mir, Musiktheorie besser zu verstehen.""";1;0
fps-mu_9_2_4;"""Im Unterricht erfinden wir manchmal auch Musik.""";1;0
fps-mu_9_3;"""Bewahrung der Würde/ Umgang mit Fehlern""";0;0
fps-mu_9_3_1;"""Unsere Lehrkraft lässt mich selbst entscheiden, ob ich beim Musizieren in der Klasse etwas alleine vorführe.""";0;0
fps-mu_9_3_2;"""Ich muss im Unterricht etwas vormachen, obwohl mir das peinlich ist.""";1;1
fps-mu_9_3_3;"""Wir müssen im Unterricht einzeln vorsingen / vormusizieren.""";1;1
fps-mu_9_4;"""Raum- und Materialmanagement""";0;0
fps-mu_9_4_1;"""Beim Musizieren in der Klasse haben wir Regeln, wie mit den Instrumenten umgegangen wird.""";0;0
fps-mu_9_4_2;"""Unsere Lehrkraft kann uns gut zeigen, wie wir die Musikinstrumente verwenden sollen.""";0;0
fps-mu_9_4_3;"""Wenn wir mit Instrumenten gemeinsam musizieren, hat unsere Lehrkraft diese schon vorbereitet.""";1;0
fps-mu_9_4_4;"""Unsere Lehrkraft weiß genau, wie Musikinstrumente eingesetzt werden können.""";1;0
fps-mu_9_4_5;"""Wenn wir gemeinsam mit Instrumenten musizieren, muss unsere Lehrkraft die Instrumente nicht lange suchen.""";1;0
fps-mu_9_5;"""Kognitiv-motorische Aktivierung""";0;0
fps-mu_9_5_1;"""Im Unterricht üben wir, wie wir uns zu einer bestimmten Musik bewegen können.""";1;0
fps-mu_9_5_2;"""Unsere Lehrkraft gibt uns regelmäßig Gelegenheiten, Bewegungen zur Musik oder das Spielen auf Instrumenten gut üben zu können.""";0;0
fps-mu_9_5_3;"""Im Unterricht machen wir auch mit unserem Körper Musik (z. B. durch Klatschen, Stampfen, Schnipsen, Ö).""";0;0
fps-mu_9_5_4;"""Im Unterricht dürfen wir uns eigenständig zu einer bestimmten Musik bewegen.""";1;0
fps-mu_9_5_5;"""Im Unterricht machen wir auch immer wieder mit einfachen Gegenständen Musik (z. B. Stifte, Becher, Ö).""";1;0
fps-mu_9_6;"""Auswahl und Berücksichtigung bedeutsamer Inhalte bzw. Lerngegenstände, um die existente musikalische Vielfalt aufzuzeigen""";0;0
fps-mu_9_6_1;"""Musik, die ich selbst gerne höre oder mache, kommt auch im Unterricht vor.""";0;0
fps-mu_9_6_2;"""Im Unterricht hören wir hauptsächlich klassische Musik.""";1;1
fps-mu_9_6_3;"""Im Unterricht hören wir hauptsächlich Popmusik.""";1;1
fps-mu_9_6_4;"""Im Unterricht hören wir sowohl klassische als auch Popmusik.""";1;0
fps-mu_9_7;"""Aktive Beteiligung""";0;0
fps-mu_9_7_1;"""Im Unterricht habe ich oft die Gelegenheit, Instrumente auszuprobieren.""";0;0
fps-mu_9_7_2;"""Im Unterricht habe ich oft die Gelegenheit, gemeinsam mit der Klasse zu singen.""";1;0
fps-mu_9_7_3;"""Unsere Lehrkraft achtet darauf, dass beim Klassenmusizieren jeder auf eine bestimmte Art mitmachen kann.""";0;0
